Step,Value
1,0.013052962720394135
2,0.011258778162300587
3,0.009348577819764614
4,0.009265067055821419
5,0.008969343267381191
6,0.008122538216412067
7,0.008047455921769142
8,0.007564275525510311
9,0.007163365371525288
10,0.006987402215600014
11,0.0065454039722681046
12,0.006302386987954378
13,0.006228057201951742
14,0.005994807928800583
15,0.006564968265593052
16,0.006567219737917185
17,0.00610376987606287
18,0.005728502757847309
19,0.005841984413564205
20,0.005782872438430786
21,0.005545400083065033
22,0.005325282923877239
23,0.005289403256028891
24,0.005120270885527134
25,0.005369237158447504
26,0.005516035482287407
27,0.004999322351068258
28,0.005177275277674198
29,0.004785871598869562
30,0.005199751351028681
31,0.005370595958083868
32,0.004887513350695372
33,0.0049985419027507305
34,0.004658515565097332
35,0.005325139965862036
36,0.00463250745087862
37,0.004879951011389494
38,0.004987654276192188
39,0.004537952598184347
40,0.004528441000729799
41,0.004648249596357346
42,0.004732194356620312
43,0.00452937837690115
44,0.004729814827442169
45,0.004377761855721474
46,0.004338395316153765
47,0.004585543647408485
48,0.004427621141076088
49,0.004319409839808941
50,0.004101034253835678
51,0.004339096136391163
52,0.004085987340658903
53,0.004266566596925259
54,0.004269912838935852
55,0.004389706999063492
56,0.004211424384266138
57,0.004442865028977394
58,0.004113169852644205
59,0.004302991554141045
60,0.004563702270388603
61,0.004136031959205866
62,0.004158650059252977
63,0.004301085136830807
64,0.004212388303130865
65,0.004171267151832581
66,0.004217138513922691
67,0.004087642766535282
68,0.004284762777388096
69,0.004105519503355026
70,0.00407226849347353
71,0.004229800309985876
72,0.004098002798855305
73,0.004264716990292072
74,0.003979688510298729
75,0.003943101968616247
76,0.0040726554580032825
77,0.0040143621154129505
78,0.003956275060772896
79,0.003994632512331009
80,0.003968234173953533
81,0.0040999166667461395
82,0.004046757705509663
83,0.004051604308187962
84,0.0040624551475048065
85,0.003927926532924175
86,0.003868486499413848
87,0.0053197708912193775
88,0.004006949719041586
89,0.004120098426938057
90,0.0037844658363610506
91,0.0037528814282268286
92,0.003863511374220252
93,0.003957579378038645
94,0.004098543897271156
95,0.003949381876736879
96,0.003760670544579625
97,0.0042206961661577225
98,0.0038606866728514433
99,0.0037039536982774734
100,0.0036565980408340693
101,0.0037452378310263157
102,0.003723070491105318
103,0.0037170143332332373
104,0.003721743356436491
105,0.0035907134879380465
106,0.0038101021200418472
107,0.0036945203319191933
108,0.003686621319502592
109,0.003674454987049103
110,0.003662991337478161
111,0.0037851273082196712
112,0.003845664206892252
113,0.003603648627176881
114,0.003716288600116968
115,0.003717464627698064
116,0.0037952119018882513
117,0.0037877208087593317
118,0.0038008110132068396
119,0.003798738121986389
120,0.003657199675217271
121,0.0036756524350494146
122,0.0036493807565420866
123,0.0036352730821818113
124,0.003681947709992528
125,0.0037709702737629414
126,0.0038112662732601166
127,0.0037698757369071245
128,0.0038481452502310276
129,0.0037582335062325
130,0.0036776247434318066
131,0.0035598454996943474
132,0.003603330347687006
133,0.0035952706821262836
134,0.003829382127150893
135,0.003788913832977414
136,0.0036079762503504753
137,0.0037355758249759674
138,0.003583542536944151
139,0.0038253716193139553
140,0.0039293295703828335
141,0.003761258441954851
142,0.0036769239231944084
143,0.00359170138835907
144,0.0035552929621189833
145,0.003498065983876586
146,0.0038561602123081684
147,0.0038380722980946302
148,0.0036267125979065895
149,0.003662334056571126
150,0.003752860240638256
151,0.003914335276931524
152,0.003717076266184449
153,0.0037726303562521935
154,0.003715458558872342
155,0.003684121184051037
156,0.0037067171651870012
157,0.0036498273257166147
158,0.0036692095454782248
159,0.0035144113935530186
160,0.003655725158751011
161,0.0037532609421759844
162,0.0037105728406459093
163,0.0037112769205123186
164,0.003667802782729268
165,0.0037152182776480913
166,0.0036261167842894793
167,0.0037090503610670567
168,0.0036895389202982187
169,0.00376585079357028
170,0.0036793011240661144
171,0.0036505458410829306
172,0.003645764896646142
173,0.003634054446592927
174,0.0036364763509482145
175,0.003679414978250861
176,0.0037104657385498285
177,0.003692776896059513
178,0.0037013429682701826
179,0.003688410622999072
180,0.003693442791700363
181,0.003691955702379346
182,0.00367267825640738
183,0.003658477682620287
184,0.0036543942987918854
185,0.003704298986122012
186,0.003665295196697116
187,0.003648403100669384
188,0.0036376258358359337
189,0.003649285063147545
190,0.003686186857521534
191,0.0036976083647459745
192,0.003678231965750456
193,0.0036274760495871305
194,0.0036410184111446142
195,0.003640191862359643
196,0.0036799325607717037
197,0.0037458762526512146
198,0.0036675333976745605
199,0.003709763055667281
200,0.003718772204592824
