Wall time,Step,Value
1616927039.0719655,1,0.030986670404672623
1616929450.867578,2,0.021750403568148613
1616931862.019045,3,0.01965012587606907
1616934274.5248282,4,0.0181934405118227
1616936687.72212,5,0.01721920631825924
1616939104.6315253,6,0.016378622502088547
1616941523.5555723,7,0.01565335877239704
1616943943.0701253,8,0.015183595009148121
1616946363.2010293,9,0.014598247595131397
1616948785.4225297,10,0.014134947210550308
1616951214.2344027,11,0.013703670352697372
1616953634.417546,12,0.01346689835190773
1616956054.9628277,13,0.013073932379484177
1616958472.4304802,14,0.012990494258701801
1616960889.8317168,15,0.012711330316960812
1616963310.6524599,16,0.012497507967054844
1616965731.9098985,17,0.012219715863466263
1616968152.299092,18,0.012093714438378811
1616970570.835643,19,0.011898217722773552
1616972992.0985096,20,0.011835653334856033
1616975421.0244727,21,0.011644290760159492
1616977841.2524097,22,0.01152218971401453
1616980261.0467923,23,0.011405919678509235
1616982674.8074672,24,0.011215981096029282
1616985089.0518239,25,0.01129207480698824
1616987503.2177691,26,0.010925802402198315
1616989918.576288,27,0.010889050550758839
1616992331.3331835,28,0.010800163261592388
1616994742.5867615,29,0.010714397765696049
1616997157.8395464,30,0.010590859688818455
1616999579.4215417,31,0.010592514649033546
1617001994.6055565,32,0.010435041040182114
1617004408.614544,33,0.010377475060522556
1617006821.281598,34,0.010328518226742744
1617009236.3383882,35,0.010295862331986427
1617011651.1399174,36,0.010139216668903828
1617014068.0060048,37,0.010032732971012592
1617016481.2007463,38,0.01005027536302805
1617018896.9352531,39,0.009905933402478695
1617021312.956672,40,0.009910780936479568
1617023739.3442197,41,0.00990716740489006
1617026161.6541526,42,0.009773203171789646
1617028581.7722964,43,0.009763453155755997
1617031004.4381416,44,0.009657451882958412
1617033427.251667,45,0.009607052430510521
1617035850.1715503,46,0.009594202972948551
1617038272.6387734,47,0.009466404095292091
1617040697.663067,48,0.009514231234788895
1617043124.4321039,49,0.00939104612916708
1617045547.6932406,50,0.009362286888062954
1617047982.119225,51,0.009423838928341866
1617050408.224501,52,0.009282809682190418
1617052832.1172886,53,0.009252741932868958
1617055257.2761173,54,0.009190748445689678
1617057680.8154814,55,0.009168814867734909
1617060105.8757806,56,0.009120935574173927
1617062526.6922827,57,0.009129257872700691
1617064946.6718102,58,0.009049216285347939
1617067360.192689,59,0.009084921330213547
1617069776.4105015,60,0.009023130871355534
1617072199.5572004,61,0.008988765999674797
1617074615.9322596,62,0.008921120315790176
1617077031.2784822,63,0.008862682618200779
1617079451.3497655,64,0.008890016004443169
1617081874.7936258,65,0.00877154991030693
1617084293.7141414,66,0.008805283345282078
1617086713.3772562,67,0.008726635947823524
1617089132.0803466,68,0.008736363612115383
1617091552.1928673,69,0.008756141178309917
1617093969.9569254,70,0.008627801202237606
1617096401.0881789,71,0.00861955713480711
1617098821.2362134,72,0.00861446000635624
1617101240.9304655,73,0.00857571791857481
1617103662.2120733,74,0.008531264029443264
1617106084.7531884,75,0.00852054450660944
1617108515.0712755,76,0.008498232811689377
1617110945.301777,77,0.008460921235382557
1617113377.545438,78,0.008436823263764381
1617115809.8904796,79,0.008455458097159863
1617118245.203726,80,0.00845120009034872
1617120689.8837,81,0.008338717743754387
1617123124.8794706,82,0.008340776897966862
1617125560.070078,83,0.008326859213411808
1617127997.6235871,84,0.008293435908854008
1617130432.0690386,85,0.00829596072435379
1617132868.2560217,86,0.008302309550344944
1617135304.671094,87,0.008214356377720833
1617137740.8844612,88,0.008176584728062153
