Wall time,Step,Value
1616927039.0719655,1,0.02297716960310936
1616929450.867578,2,0.020683472976088524
1616931862.019045,3,0.020645838230848312
1616934274.5248282,4,0.01893559843301773
1616936687.72212,5,0.01777118444442749
1616939104.6315253,6,0.01753205619752407
1616941523.5555723,7,0.01670628786087036
1616943943.0701253,8,0.016220401972532272
1616946363.2010293,9,0.01828763261437416
1616948785.4225297,10,0.015251265838742256
1616951214.2344027,11,0.01514423917979002
1616953634.417546,12,0.015154440887272358
1616956054.9628277,13,0.014805766753852367
1616958472.4304802,14,0.015529046766459942
1616960889.8317168,15,0.014930088073015213
1616963310.6524599,16,0.014228947460651398
1616965731.9098985,17,0.014081310480833054
1616968152.299092,18,0.01392642967402935
1616970570.835643,19,0.014414015226066113
1616972992.0985096,20,0.013509840704500675
1616975421.0244727,21,0.013471621088683605
1616977841.2524097,22,0.013427471742033958
1616980261.0467923,23,0.013255015946924686
1616982674.8074672,24,0.013321020640432835
1616985089.0518239,25,0.01321902871131897
1616987503.2177691,26,0.013030331581830978
1616989918.576288,27,0.012819062918424606
1616992331.3331835,28,0.012746804393827915
1616994742.5867615,29,0.013026440516114235
1616997157.8395464,30,0.012668762356042862
1616999579.4215417,31,0.012522018514573574
1617001994.6055565,32,0.012310025282204151
1617004408.614544,33,0.012249916791915894
1617006821.281598,34,0.012303999625146389
1617009236.3383882,35,0.013882802799344063
1617011651.1399174,36,0.01224499847739935
1617014068.0060048,37,0.012168589048087597
1617016481.2007463,38,0.012305757962167263
1617018896.9352531,39,0.011917045339941978
1617021312.956672,40,0.011777390725910664
1617023739.3442197,41,0.012029346078634262
1617026161.6541526,42,0.011880210600793362
1617028581.7722964,43,0.011816884391009808
1617031004.4381416,44,0.01205621100962162
1617033427.251667,45,0.011646396480500698
1617035850.1715503,46,0.012032399885356426
1617038272.6387734,47,0.011683687567710876
1617040697.663067,48,0.011537202633917332
1617043124.4321039,49,0.011519398540258408
1617045547.6932406,50,0.011528899893164635
1617047982.119225,51,0.011464736424386501
1617050408.224501,52,0.01130860485136509
1617052832.1172886,53,0.011429459787905216
1617055257.2761173,54,0.011296209879219532
1617057680.8154814,55,0.011274131014943123
1617060105.8757806,56,0.011188705451786518
1617062526.6922827,57,0.011197976768016815
1617064946.6718102,58,0.011072756722569466
1617067360.192689,59,0.01125645637512207
1617069776.4105015,60,0.01097012497484684
1617072199.5572004,61,0.011909278109669685
1617074615.9322596,62,0.01090700738132
1617077031.2784822,63,0.010917292907834053
1617079451.3497655,64,0.010839524678885937
1617081874.7936258,65,0.010954959318041801
1617084293.7141414,66,0.010797006078064442
1617086713.3772562,67,0.010798627510666847
1617089132.0803466,68,0.010918045416474342
1617091552.1928673,69,0.010728605091571808
1617093969.9569254,70,0.010888172313570976
1617096401.0881789,71,0.010661878623068333
1617098821.2362134,72,0.010785269550979137
1617101240.9304655,73,0.01062927208840847
1617103662.2120733,74,0.010886779054999352
1617106084.7531884,75,0.010685130953788757
1617108515.0712755,76,0.010808205232024193
1617110945.301777,77,0.010828953236341476
1617113377.545438,78,0.010606098920106888
1617115809.8904796,79,0.01077108271420002
1617118245.203726,80,0.010581763461232185
1617120689.8837,81,0.01057190727442503
1617123124.8794706,82,0.010523504577577114
1617125560.070078,83,0.01064248662441969
1617127997.6235871,84,0.010479415766894817
1617130432.0690386,85,0.010593962855637074
1617132868.2560217,86,0.010381431318819523
1617135304.671094,87,0.010490338318049908
1617137740.8844612,88,0.010402928106486797
1617140177.0067565,89,0.010302778333425522
1617142614.1575527,90,0.010400704108178616
1617145061.87505,91,0.010369122959673405
1617147498.9786997,92,0.010296178050339222
1617149935.7306056,93,0.010535871610045433
1617152367.1231735,94,0.010295286774635315
1617154789.3457637,95,0.010278518311679363
1617157210.1526372,96,0.010372523218393326
1617159623.5365667,97,0.010294394567608833
1617162036.8270123,98,0.010200508870184422
1617164448.7237368,99,0.010278729721903801
1617166861.6928911,100,0.010331777855753899
1617169283.9512198,101,0.010207867249846458
1617171696.9645736,102,0.01039961539208889
1617174111.1706002,103,0.010256823152303696
1617176526.524347,104,0.010311328805983067
1617178938.2263582,105,0.010217462666332722
1617181349.950219,106,0.010228181257843971
1617183764.571886,107,0.010174652561545372
1617186182.427044,108,0.010060212574899197
1617188597.6245353,109,0.01022335235029459
1617191010.6606674,110,0.010123887099325657
1617193436.1978495,111,0.010060863569378853
1617195857.6004837,112,0.010006921365857124
1617198274.1153314,113,0.010876523330807686
1617200692.9136841,114,0.009999429807066917
1617203107.7718055,115,0.010050701908767223
1617205522.3117847,116,0.010078281164169312
1617207941.99634,117,0.009967749938368797
1617210360.3801775,118,0.010300927795469761
1617212778.8008842,119,0.009895218536257744
1617215196.6586752,120,0.009896820411086082
1617217625.9692447,121,0.009957494214177132
1617220044.1363564,122,0.009988213889300823
1617222463.8114355,123,0.009948944672942162
1617224884.5470932,124,0.009951354935765266
1617227306.696219,125,0.00986764021217823
1617229725.2694669,126,0.010079125873744488
1617232145.6186812,127,0.009840081445872784
1617234567.2630649,128,0.009940282441675663
1617236985.770572,129,0.009803667664527893
1617239396.2216654,130,0.009870586916804314
1617241816.2173753,131,0.009905603714287281
1617244227.2307065,132,0.009784013964235783
1617246636.2161822,133,0.00994701124727726
1617249045.8505428,134,0.009837285615503788
1617251454.3558717,135,0.0098063750192523
1617253863.011184,136,0.00976380705833435
1617256270.9716496,137,0.00978818815201521
1617258693.4466603,138,0.00975117739289999
1617261202.4833815,139,0.009684808552265167
1617263697.2376442,140,0.009731899946928024
1617266112.9849665,141,0.009686610661447048
1617268521.1427023,142,0.009816492907702923
1617270929.6346204,143,0.00972406193614006
1617273338.526209,144,0.009869065135717392
1617275749.8406458,145,0.0097762206569314
1617278158.197216,146,0.00976007804274559
1617280570.3733447,147,0.01087452843785286
1617282985.2758155,148,0.009731477126479149
1617285402.028665,149,0.009592694230377674
1617287817.5973716,150,0.00972660817205906
1617290243.0672112,151,0.009765765629708767
1617292664.3108854,152,0.009612766094505787
1617295085.090143,153,0.009621248580515385
1617297507.5332925,154,0.009617256931960583
1617299928.6077461,155,0.009760181419551373
1617302349.3651106,156,0.009656387381255627
