Step,Value
1,0.05343516543507576
2,0.017664140090346336
3,0.013336852192878723
4,0.011944218538701534
5,0.01140499860048294
6,0.011045598424971104
7,0.0107811838388443
8,0.010489015839993954
9,0.01049860194325447
10,0.01011044904589653
11,0.009922517463564873
12,0.010010208934545517
13,0.009896094910800457
14,0.009649228304624557
15,0.00939443614333868
16,0.009199308231472969
17,0.009211446158587933
18,0.009190142154693604
19,0.00889611802995205
20,0.009068146347999573
21,0.008866517804563046
22,0.008874994702637196
23,0.00886414386332035
24,0.00897716823965311
25,0.008751357905566692
26,0.008825927041471004
27,0.008563443087041378
28,0.008590547367930412
29,0.008464355021715164
30,0.008613141253590584
31,0.008537939749658108
32,0.008497072383761406
33,0.0081732627004385
34,0.00822832714766264
35,0.008347387425601482
36,0.00812308955937624
37,0.008203866891562939
38,0.008195223286747932
39,0.008120156824588776
40,0.008229091763496399
41,0.008123413659632206
42,0.008031378500163555
43,0.007973243482410908
44,0.00816273596137762
45,0.007943067699670792
46,0.007876471616327763
47,0.007882415316998959
48,0.0077397143468260765
49,0.007830018177628517
50,0.007718873675912619
51,0.007699768990278244
52,0.007945467717945576
53,0.007616140879690647
54,0.007596570998430252
55,0.007695063948631287
56,0.007684972602874041
57,0.007747447583824396
58,0.007656191010028124
59,0.007575268391519785
60,0.007608585990965366
61,0.007602869998663664
62,0.007463582791388035
63,0.007648966740816832
64,0.007505898829549551
65,0.007545563858002424
66,0.007463593501597643
67,0.007367979735136032
68,0.007316979579627514
69,0.007404692471027374
70,0.007450927514582872
71,0.007341194432228804
72,0.007383844815194607
73,0.007301567122340202
74,0.007107497658580542
75,0.00729850260540843
76,0.007124631199985743
77,0.0070439050905406475
78,0.007239795755594969
79,0.00721161300316453
80,0.007374949287623167
81,0.007231547962874174
82,0.007157306186854839
83,0.007060590665787458
84,0.006967708934098482
85,0.006963151972740889
86,0.006883637513965368
87,0.006863011047244072
88,0.006843940820544958
89,0.006819562055170536
90,0.006711688823997974
91,0.006640458945184946
92,0.006852380931377411
93,0.006822960916906595
94,0.0067587909288704395
95,0.006653177086263895
96,0.006815193220973015
97,0.006697025150060654
98,0.006742834113538265
99,0.006697784177958965
100,0.006699516903609037
101,0.0067416406236588955
102,0.0067253015004098415
103,0.006712194532155991
104,0.0067036147229373455
105,0.006717943120747805
106,0.006714880932122469
107,0.00667441263794899
108,0.006643139757215977
109,0.006631634198129177
110,0.0067868600599467754
111,0.006768790539354086
112,0.0067052398808300495
113,0.006765440106391907
114,0.006722683552652597
115,0.0066468496806919575
116,0.006744529120624065
117,0.006669449619948864
118,0.0067745354026556015
119,0.006732555106282234
120,0.006745707243680954
121,0.006819539703428745
122,0.006764708086848259
123,0.006764685735106468
124,0.0068296403624117374
125,0.006710767280310392
126,0.006621559616178274
127,0.006612431723624468
128,0.006726316176354885
129,0.006849601399153471
130,0.006673725787550211
131,0.0067667281255126
132,0.006645321846008301
133,0.0066388873383402824
134,0.006757623981684446
135,0.006750472355633974
136,0.006721623707562685
137,0.006757090799510479
138,0.0067511373199522495
139,0.006812539882957935
140,0.006739875301718712
141,0.006728977430611849
142,0.006709879729896784
143,0.006757938303053379
144,0.006717682350426912
145,0.006685997359454632
146,0.006599858403205872
147,0.006660302635282278
148,0.006599083077162504
149,0.0067145549692213535
150,0.006688560824841261
151,0.006742359604686499
152,0.006846267729997635
153,0.006726145278662443
154,0.006821095012128353
155,0.006752845365554094
156,0.006668079178780317
157,0.006697595585137606
158,0.006716707721352577
159,0.006731083616614342
160,0.0067110490053892136
161,0.006698703859001398
162,0.006697868928313255
163,0.0067166052758693695
164,0.006664443761110306
165,0.006823297124356031
166,0.00663840351626277
167,0.006726361811161041
168,0.006695135962218046
169,0.0067487722262740135
170,0.006733475252985954
171,0.006562565919011831
172,0.006601762492209673
173,0.006599036976695061
174,0.006780984345823526
175,0.006772893946617842
176,0.006670925300568342
177,0.006812612526118755
178,0.006786815822124481
179,0.006723644677549601
180,0.006709488108754158
181,0.00658870954066515
182,0.006740461103618145
183,0.006695494521409273
184,0.006716683506965637
185,0.006605185102671385
186,0.006740754935890436
187,0.0067666880786418915
188,0.006719565950334072
189,0.006724332459270954
190,0.006726214196532965
191,0.006785054225474596
192,0.006711410824209452
193,0.0067138755694031715
194,0.006645884830504656
195,0.006784064695239067
196,0.006669382099062204
197,0.0067486995831131935
198,0.006809994578361511
199,0.006616523489356041
200,0.006669201888144016
