Step,Value
1,0.027421465143561363
2,0.012453233823180199
3,0.009948477149009705
4,0.008964121341705322
5,0.008163519203662872
6,0.007697348017245531
7,0.007151271682232618
8,0.006775222718715668
9,0.006332567427307367
10,0.006180062424391508
11,0.006064343266189098
12,0.005834084935486317
13,0.005722148809581995
14,0.0054531763307750225
15,0.0053536556661129
16,0.0052055842243134975
17,0.0051396433264017105
18,0.005099555943161249
19,0.005286538973450661
20,0.004860613960772753
21,0.004885480739176273
22,0.004792497493326664
23,0.0046366374008357525
24,0.0046020327135920525
25,0.004657693672925234
26,0.004548166878521442
27,0.004469914361834526
28,0.004548258613795042
29,0.004664452746510506
30,0.0044242627918720245
31,0.00424634525552392
32,0.004229259677231312
33,0.004310957621783018
34,0.004238990135490894
35,0.004153055138885975
36,0.0040188562124967575
37,0.0040138522163033485
38,0.004009455442428589
39,0.004000931046903133
40,0.003939436748623848
41,0.003835635259747505
42,0.0039179157465696335
43,0.003865209175273776
44,0.0037617110647261143
45,0.0036584511399269104
46,0.003742603352293372
47,0.003691587597131729
48,0.0036429516039788723
49,0.0035663407761603594
50,0.003641553223133087
51,0.003661206690594554
52,0.003703988390043378
53,0.0035839113406836987
54,0.0035137024242430925
55,0.003461064537987113
56,0.0033852960914373398
57,0.003388503799214959
58,0.0034598398488014936
59,0.0034124189987778664
60,0.0033856378868222237
61,0.003419242100790143
62,0.00336404237896204
63,0.0033206238877028227
64,0.0032974204514175653
65,0.0033915594685822725
66,0.0033048924524337053
67,0.003308297600597143
68,0.0032494484912604094
69,0.0032196505926549435
70,0.0031718036625534296
71,0.0032143567223101854
72,0.0032007372938096523
73,0.0031664706766605377
74,0.0031646988354623318
75,0.003193627344444394
76,0.0031285022851079702
77,0.003077508183196187
78,0.0031637176871299744
79,0.003079647896811366
80,0.0031267900485545397
81,0.003009410109370947
82,0.0030077327974140644
83,0.003018799936398864
84,0.003035629168152809
85,0.0031127932015806437
86,0.0030106648337095976
87,0.0030023958534002304
88,0.002994464011862874
89,0.002914896234869957
90,0.002962547354400158
91,0.0029288320802152157
92,0.002887400798499584
93,0.0029404873494058847
94,0.0029245130717754364
95,0.0029761260375380516
96,0.0028997554909437895
97,0.0029035431798547506
98,0.0028214503545314074
99,0.002887616166844964
100,0.0028247095178812742
101,0.0028846669010818005
102,0.0029167267493903637
103,0.0028399599250406027
104,0.002780797192826867
105,0.002841239096596837
106,0.002764444798231125
107,0.002990263281390071
108,0.0028063899371773005
109,0.0027693628799170256
110,0.002764807315543294
111,0.0027285581454634666
112,0.002692272188141942
113,0.002700062934309244
114,0.00271109608002007
115,0.0027215040754526854
116,0.002732001943513751
117,0.0026928456500172615
118,0.0027437994722276926
119,0.002709322376176715
120,0.00263887457549572
121,0.002558695152401924
122,0.002535715000703931
123,0.0025356693658977747
124,0.002581352600827813
125,0.002573879901319742
126,0.002569404197856784
127,0.002491517923772335
128,0.002546546049416065
129,0.002553108846768737
130,0.002509301993995905
131,0.002551106736063957
132,0.0025202136021107435
133,0.002536134095862508
134,0.0025391816161572933
135,0.002485691336914897
136,0.002440693788230419
137,0.002534095663577318
138,0.002543891314417124
139,0.002541968133300543
140,0.002547023119404912
141,0.002539132721722126
142,0.002526503289118409
143,0.002497333800420165
144,0.002547662239521742
145,0.00254380377009511
146,0.0025381287559866905
147,0.0025451108813285828
148,0.00248508108779788
149,0.0024753594771027565
150,0.0025080260820686817
151,0.0025166228879243135
152,0.002527825068682432
153,0.002500031143426895
154,0.002477435627952218
155,0.0025340879801660776
156,0.0025289347395300865
157,0.0025680584367364645
158,0.0024981724563986063
159,0.0024969573132693768
160,0.002540486864745617
161,0.0024937214329838753
162,0.002515053376555443
163,0.0024963151663541794
164,0.0025446792133152485
165,0.0025202855467796326
166,0.0025109348352998495
167,0.0025129502173513174
168,0.0024873227812349796
169,0.0025283945724368095
170,0.002450748113915324
171,0.0025411720853298903
172,0.0025485814549028873
173,0.0025055629666894674
174,0.002499077934771776
175,0.002484195167198777
176,0.002500847913324833
177,0.002483678748831153
178,0.002512932987883687
179,0.0025498750619590282
180,0.002452671527862549
181,0.0025249700993299484
182,0.002513841725885868
183,0.0025223498232662678
184,0.0024765252601355314
185,0.002527836477383971
186,0.0025089166592806578
187,0.0025339173153042793
188,0.002535444451496005
189,0.0025099085178226233
190,0.0025270686019212008
191,0.002518198685720563
192,0.0025078202597796917
193,0.002493844134733081
194,0.002546418458223343
195,0.0025098342448472977
196,0.002527552656829357
197,0.002527321223169565
198,0.0025241279508918524
199,0.0025476543232798576
200,0.0024924464523792267
