Wall time,Step,Value
1616431162.6616876,1,0.014564200304448605
1616433638.1408055,2,0.012089699506759644
1616436114.1930277,3,0.01071861945092678
1616438591.8477726,4,0.010365619324147701
1616441067.9838161,5,0.009842770174145699
1616443543.2278464,6,0.009571077302098274
1616446017.8719363,7,0.009527953341603279
1616448492.016728,8,0.009578435681760311
1616450967.641287,9,0.00898073147982359
1616453440.883017,10,0.00858758483082056
1616455923.4229696,11,0.008536109700798988
1616458400.5662186,12,0.008212902583181858
1616460874.4922662,13,0.008193865418434143
1616463347.321816,14,0.00817601103335619
1616465817.6746519,15,0.007832423783838749
1616468283.617614,16,0.008112694136798382
1616470753.9977136,17,0.007796569261699915
1616473222.9378777,18,0.0077607049606740475
1616475690.948149,19,0.007930676452815533
1616478160.0002115,20,0.007609398104250431
1616480639.4772651,21,0.007491394877433777
1616483106.7807696,22,0.007719621527940035
1616485579.255292,23,0.007506778463721275
1616488055.2899218,24,0.007992089726030827
1616490531.4500341,25,0.007507701870054007
1616493010.099397,26,0.007368415128439665
1616495487.4370735,27,0.0076545001938939095
1616497963.5726354,28,0.007223444990813732
1616500442.5862913,29,0.0072951894253492355
1616502920.4783757,30,0.0073625179938972
1616505407.9917388,31,0.007168597541749477
1616507887.1103961,32,0.007101836148649454
1616510365.2014995,33,0.007126154378056526
1616512843.9125464,34,0.007066552992910147
1616515323.1308684,35,0.00696481391787529
1616517801.0802383,36,0.006945389322936535
1616520275.9256263,37,0.006987088359892368
1616522751.5675697,38,0.007001312915235758
1616525228.587378,39,0.007158390711992979
1616527704.359186,40,0.00695707555860281
1616530191.5770652,41,0.006994164083153009
1616532670.553613,42,0.007009498775005341
1616535148.9411592,43,0.006831242237240076
1616537626.0582573,44,0.0068125673569738865
1616540104.3686528,45,0.006880257744342089
1616542584.0699413,46,0.007026765961199999
1616545060.1662683,47,0.0067677623592317104
1616547533.1310976,48,0.00676116906106472
1616550005.5015266,49,0.006748759187757969
1616552476.253878,50,0.006723050493746996
1616554961.857077,51,0.006706747692078352
1616557575.3046193,52,0.006862343288958073
1616560043.845898,53,0.006813073065131903
1616562514.8033001,54,0.006603363435715437
1616564985.767935,55,0.00695330323651433
1616567568.233621,56,0.006759549956768751
1616570185.8549097,57,0.006662492174655199
1616572739.6258104,58,0.0066958204843103886
1616575214.339134,59,0.006682401057332754
1616577685.7434425,60,0.006627342198044062
1616580194.7806213,61,0.006597619503736496
1616582665.3047764,62,0.0068505932576954365
1616585136.2792327,63,0.006534759420901537
1616587606.3123283,64,0.0065958499908447266
1616590078.6899025,65,0.006528051104396582
1616592552.5095544,66,0.006563469301909208
1616595027.2727802,67,0.006554130930453539
1616597504.032378,68,0.006510521285235882
1616599979.8362136,69,0.006521375849843025
1616602457.9989445,70,0.006407394073903561
1616604942.5115087,71,0.006423058919608593
1616607416.7688916,72,0.006482872646301985
1616609893.9734907,73,0.006505817174911499
1616612369.8550482,74,0.006431203335523605
1616614848.5224147,75,0.006433506030589342
1616617324.792593,76,0.006388121750205755
1616619800.7127714,77,0.006463661789894104
1616622277.2167072,78,0.006524128373712301
1616624750.8726747,79,0.006460586097091436
1616627228.9703648,80,0.006367991678416729
1616629713.2144742,81,0.006457914598286152
1616632189.9561517,82,0.006354234647005796
1616634663.5740309,83,0.006393602583557367
